Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025],2026 [YR2026],2027 [YR2027],2028 [YR2028],2029 [YR2029],2030 [YR2030],2031 [YR2031],2032 [YR2032],2033 [YR2033],2034 [YR2034],2035 [YR2035],2036 [YR2036],2037 [YR2037],2038 [YR2038],2039 [YR2039],2040 [YR2040],2041 [YR2041],2042 [YR2042],2043 [YR2043],2044 [YR2044],2045 [YR2045],2046 [YR2046],2047 [YR2047],2048 [YR2048],2049 [YR2049],2050 [YR2050]
"Population ages 15-19, male",SP.POP.1519.MA,Afghanistan,AFG,478107,481829,485959,490827,497192,505754,512468,521589,533086,547000,563469,578626,596493,615987,635833,655350,670224,684168,695569,702804,705475,694942,680409,664317,649451,638049,627751,622748,626495,643336,675309,727955,798313,876211,948914,1008824,1046512,1069858,1087425,1110044,1144358,1198856,1261441,1324822,1380452,1424094,1443282,1459263,1480973,1518922,1578847,1666934,1769583,1878669,1982631,2073918,2150671,2217583,2278498,2339000,2401000,2456000,2513000,2568000,2614000,2647000,2664000,2666000,2662000,2663000,2674000,2688000,2713000,2744000,2775000,2801000,2818000,2831000,2841000,2852000,2865000,2874000,2885000,2896000,2907000,2918000,2924000,2929000,2934000,2938000,2941000
"Population ages 15-19, male",SP.POP.1519.MA,Albania,ALB,81156,81819,82491,83349,84740,86834,89508,93048,97520,102527,107472,112677,118105,123463,128776,134045,138812,143580,147849,151239,153736,155285,155984,156107,156303,156919,157845,159375,160955,163663,164563,159107,154995,152626,152224,153713,148884,144889,142094,140654,140498,142022,145316,149025,152504,155162,154073,151939,149584,147700,146550,142552,138620,134780,130680,125708,121405,115857,109322,103000,97000,92000,87000,83000,80000,79000,78000,79000,80000,82000,83000,83000,83000,82000,81000,81000,80000,80000,79000,79000,78000,78000,77000,76000,75000,73000,72000,70000,69000,67000,65000
"Population ages 15-19, male",SP.POP.1519.MA,Algeria,DZA,532740,533385,533781,538499,553416,581306,615902,662799,716582,768105,811526,842929,865964,884346,904545,930539,956031,987064,1022008,1057765,1092501,1122076,1151958,1182945,1216559,1253671,1290929,1330850,1373227,1418030,1465162,1510985,1560136,1611571,1663509,1714333,1758407,1801866,1843609,1881568,1913902,1944068,1964889,1976809,1981114,1978385,1965586,1947621,1922975,1888861,1844072,1782588,1715756,1647721,1585776,1535663,1496017,1467943,1455996,1467000,1503000,1569000,1658000,1765000,1878000,1991000,2101000,2210000,2309000,2386000,2433000,2449000,2433000,2393000,2347000,2304000,2265000,2229000,2196000,2162000,2126000,2090000,2054000,2021000,1992000,1967000,1948000,1934000,1925000,1921000,1922000
"Population ages 15-19, male",SP.POP.1519.MA,Angola,AGO,245445,244377,242233,240854,243167,250583,259192,272790,288891,304086,316936,326647,335247,343264,352147,362795,372032,383375,396253,409770,423518,435492,448838,463646,480313,499281,517512,538062,560773,585328,611357,634926,661314,689280,717221,744488,766787,789146,812385,837791,866018,892593,922850,955884,990383,1025636,1057255,1090944,1126572,1164165,1203840,1241722,1282560,1326789,1375206,1428357,1483733,1543764,1608236,1677000,1748000,1820000,1895000,1971000,2048000,2122000,2190000,2256000,2322000,2387000,2453000,2515000,2579000,2644000,2711000,2781000,2850000,2922000,2998000,3076000,3156000,3235000,3316000,3399000,3485000,3570000,3654000,3738000,3823000,3910000,3996000
"Population ages 15-19, male",SP.POP.1519.MA,Antigua and Barbuda,ATG,2824,2889,2945,3001,3071,3165,3286,3425,3566,3681,3752,3765,3739,3685,3628,3585,3562,3551,3550,3556,3566,3581,3592,3601,3597,3579,3531,3426,3253,3030,2797,2709,2648,2621,2638,2702,2751,2803,2836,2849,2859,3060,3222,3311,3327,3304,3367,3442,3528,3617,3709,3798,3891,3978,4041,4075,4082,4060,4014,4000,3900,3900,3800,3800,3800,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3600,3600,3600,3600,3600,3500,3500,3500,3400
"Population ages 15-19, male",SP.POP.1519.MA,Argentina,ARG,877717,898200,920778,944490,967969,990264,1011856,1032224,1051211,1068715,1084644,1101282,1116185,1129032,1139481,1147350,1147115,1146010,1145350,1146955,1152157,1161110,1174587,1191894,1211958,1234390,1262356,1289648,1319353,1356395,1402851,1454441,1516796,1581234,1634068,1667318,1681407,1676615,1660534,1645861,1640489,1643629,1653575,1668465,1684332,1698426,1710191,1722813,1734501,1742666,1741477,1743898,1740283,1734245,1731549,1735522,1744678,1760727,1780709,1798000,1811000,1821000,1826000,1830000,1833000,1839000,1846000,1855000,1864000,1872000,1876000,1878000,1878000,1876000,1873000,1870000,1867000,1863000,1860000,1856000,1853000,1849000,1846000,1843000,1840000,1836000,1833000,1829000,1825000,1821000,1817000
"Population ages 15-19, male",SP.POP.1519.MA,Armenia,ARM,55492,54290,57267,63545,71445,79886,89127,99303,110160,121332,132443,143272,152980,161506,168899,175144,181008,185514,187739,187133,184001,178153,170928,163650,157844,154182,150597,148590,147469,146168,144169,139671,134697,129924,126289,124431,126105,129095,133211,138035,143094,146168,149037,151175,151761,150358,146106,140346,133824,127322,121279,115083,109168,104028,99976,96976,94304,92332,91223,91000,92000,94000,96000,100000,103000,105000,107000,109000,109000,109000,109000,108000,106000,103000,100000,98000,95000,92000,90000,87000,85000,83000,80000,78000,77000,75000,74000,73000,72000,71000,71000
"Population ages 15-19, male",SP.POP.1519.MA,Aruba,ABW,2632,2721,2778,2813,2844,2886,2944,3018,3102,3181,3241,3266,3282,3304,3341,3383,3414,3455,3499,3531,3540,3465,3358,3222,3065,2887,2622,2405,2270,2231,2274,2304,2342,2400,2472,2545,2613,2697,2813,2943,3071,3179,3258,3325,3397,3478,3441,3457,3541,3662,3781,3873,3897,3877,3841,3811,3787,3757,3722,3700,3700,3600,3600,3600,3500,3500,3400,3300,3100,3000,2900,2900,2900,2900,3000,3000,3000,3100,3100,3100,3200,3200,3200,3300,3300,3300,3300,3300,3300,3300,3300
"Population ages 15-19, male",SP.POP.1519.MA,Australia,AUS,393174,417548,447734,476496,501878,521253,542121,548005,548348,548180,551350,573221,590449,606096,625042,633025,641923,651774,660542,665687,668247,673014,673832,669727,666623,669063,675927,687444,701780,712506,714160,707899,693808,674984,660351,654140,647960,648452,655096,664874,674234,692040,704291,711863,716769,723354,746305,757655,770837,775462,769922,771979,775316,774413,767795,759480,758310,760864,765917,772000,782000,797000,816000,837000,857000,873000,887000,897000,903000,910000,919000,930000,942000,954000,964000,970000,975000,977000,976000,974000,973000,972000,972000,972000,971000,970000,971000,972000,974000,975000,977000
"Population ages 15-19, male",SP.POP.1519.MA,Austria,AUT,279244,278138,274267,268424,262144,256494,251987,247925,244604,243491,245762,251950,261835,273886,285185,294172,302657,310786,317395,322416,326450,329077,329284,326725,322415,315918,306870,295599,283085,271129,260571,253656,247200,241168,236261,233609,232579,234796,238860,242654,244645,248322,249650,249163,248994,250118,251889,254434,257080,258016,256366,255284,251350,245260,238777,233598,229840,226590,224108,221000,218000,217000,215000,214000,213000,212000,213000,214000,215000,216000,217000,220000,222000,224000,226000,227000,229000,230000,230000,229000,228000,228000,227000,225000,223000,221000,219000,217000,215000,213000,210000
