Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025],2026 [YR2026],2027 [YR2027],2028 [YR2028],2029 [YR2029],2030 [YR2030],2031 [YR2031],2032 [YR2032],2033 [YR2033],2034 [YR2034],2035 [YR2035],2036 [YR2036],2037 [YR2037],2038 [YR2038],2039 [YR2039],2040 [YR2040],2041 [YR2041],2042 [YR2042],2043 [YR2043],2044 [YR2044],2045 [YR2045],2046 [YR2046],2047 [YR2047],2048 [YR2048],2049 [YR2049],2050 [YR2050]
"Population ages 60-64, male",SP.POP.6064.MA,Afghanistan,AFG,93060,93352,94126,95169,96172,96971,97070,97060,97244,97971,99367,100723,102586,104768,107011,109139,110280,111136,111553,111371,110533,108494,105591,102199,98555,94627,92024,89654,87867,86978,86935,91855,99131,107964,117485,127029,130647,133143,135496,138909,144083,150490,158752,167840,176567,184406,190526,195955,201477,207979,215897,223135,231878,241583,251533,261391,270603,279598,288918,299000,311000,322000,334000,348000,362000,378000,392000,407000,423000,441000,461000,480000,500000,522000,547000,575000,601000,630000,661000,693000,725000,753000,781000,811000,842000,873000,901000,930000,961000,995000,1033000
"Population ages 60-64, male",SP.POP.6064.MA,Albania,ALB,20083,20536,20572,20425,20478,20934,21547,22536,23814,25132,26259,27084,27855,28552,29255,30007,30526,31164,31790,32285,32637,32589,32397,32335,32861,34211,36076,38777,41822,44994,47211,48219,48666,48919,49522,50783,51663,53100,54720,56109,57129,57972,58989,59874,60786,61797,62122,62260,62447,62982,64080,65385,67277,69729,72679,76006,79458,83303,87015,90000,93000,95000,96000,97000,97000,96000,94000,91000,88000,85000,83000,81000,80000,79000,78000,78000,77000,77000,76000,76000,77000,78000,80000,82000,84000,85000,87000,88000,90000,91000,92000
"Population ages 60-64, male",SP.POP.6064.MA,Algeria,DZA,135962,136292,133693,130110,128221,129308,130947,135229,140642,145024,147262,147168,145668,144063,144011,146190,148223,152419,157800,162797,166477,167094,166883,166994,168978,173591,180469,189606,200691,213133,226276,237853,250573,263463,274869,283642,290536,296213,301511,307182,313343,315583,319298,325025,332787,342182,349646,358282,371082,391756,421518,453806,496083,543639,588929,627104,651168,668424,682078,697000,717000,741000,768000,797000,827000,857000,883000,910000,937000,966000,996000,1025000,1054000,1087000,1125000,1170000,1219000,1274000,1334000,1396000,1459000,1518000,1577000,1635000,1687000,1732000,1766000,1793000,1813000,1827000,1836000
"Population ages 60-64, male",SP.POP.6064.MA,Angola,AGO,45988,46394,46763,47109,47488,47913,47801,47758,47878,48272,49051,49993,51397,53137,55049,57006,58445,59977,61616,63398,65353,66818,68548,70498,72635,74953,76672,78494,80482,82713,85196,87019,89189,91619,94217,96951,98990,101247,103670,106158,108637,110496,112730,115203,117686,120138,121664,122970,125252,130286,138951,149940,164416,180453,195260,207284,215639,221776,226915,233000,240000,247000,256000,266000,276000,287000,296000,305000,316000,328000,342000,356000,371000,388000,407000,427000,446000,467000,489000,511000,533000,551000,570000,589000,610000,634000,657000,682000,710000,739000,768000
"Population ages 60-64, male",SP.POP.6064.MA,Antigua and Barbuda,ATG,404,436,481,526,563,591,606,612,612,623,642,667,701,733,756,761,747,725,698,668,634,606,570,536,526,541,594,680,777,853,890,847,779,708,662,658,661,677,699,719,742,821,895,950,974,966,948,926,911,926,980,1071,1197,1346,1492,1619,1726,1819,1902,2000,2100,2100,2200,2200,2300,2500,2600,2900,3100,3200,3300,3300,3200,3000,2900,2700,2600,2500,2400,2300,2300,2300,2400,2500,2600,2700,2800,2800,2800,2800,2800
"Population ages 60-64, male",SP.POP.6064.MA,Argentina,ARG,348130,358008,368912,380445,391984,403172,411431,419290,427018,434864,442944,448830,454962,461129,466905,472081,476355,479709,483499,489768,499714,507635,519368,533438,547765,561171,572658,582893,591847,599556,605931,607329,607835,607944,608282,609409,609118,609993,612380,616792,623534,629592,637521,647637,660394,675920,690149,707363,726527,746130,763281,779371,794926,810213,825724,841656,853696,866308,879300,892000,904000,912000,922000,931000,942000,953000,962000,972000,984000,999000,1018000,1037000,1058000,1083000,1116000,1158000,1203000,1259000,1315000,1363000,1395000,1410000,1409000,1401000,1396000,1399000,1405000,1419000,1438000,1458000,1477000
"Population ages 60-64, male",SP.POP.6064.MA,Armenia,ARM,19663,20444,21436,22559,23704,24802,25685,26525,27305,27991,28536,28907,29286,29513,29269,28352,26342,23751,21198,19584,19512,20671,22852,26180,30881,36996,44128,52867,61752,68567,72041,72982,70513,66420,63365,62837,63476,66713,70641,72299,70024,64262,55054,44600,36243,31925,30890,33370,38164,43381,47840,50763,53176,55528,58543,62548,67126,72409,77696,82000,85000,86000,85000,84000,82000,80000,76000,72000,68000,65000,63000,61000,61000,61000,62000,63000,65000,67000,69000,71000,74000,78000,81000,85000,89000,93000,97000,101000,105000,107000,108000
"Population ages 60-64, male",SP.POP.6064.MA,Aruba,ABW,441,478,510,543,582,632,683,746,810,860,887,896,882,855,829,808,792,788,793,798,801,792,782,770,764,766,769,770,773,796,856,956,1076,1185,1260,1303,1377,1443,1506,1566,1626,1680,1732,1784,1842,1907,1993,2099,2219,2348,2484,2572,2662,2754,2855,2965,3070,3176,3284,3400,3500,3600,3800,3900,3900,4000,3900,3800,3700,3600,3500,3400,3300,3300,3200,3200,3100,3000,3000,2900,2800,2700,2700,2600,2600,2500,2500,2500,2500,2500,2600
"Population ages 60-64, male",SP.POP.6064.MA,Australia,AUS,185269,188114,192932,197744,203464,209938,215900,219678,224264,229632,235333,247012,256127,264409,274040,278343,279102,278597,277867,278922,283890,293112,305827,318888,330888,341602,348871,354995,360499,364489,365584,363201,358820,353733,351408,353052,356587,363262,373078,385164,397943,408113,417222,428018,443458,466145,493060,521481,558158,589887,609460,617618,621188,622222,624696,631923,642942,657427,673185,687000,701000,714000,728000,741000,751000,757000,757000,753000,746000,743000,746000,753000,767000,784000,797000,803000,802000,795000,785000,781000,788000,803000,828000,859000,887000,910000,927000,938000,945000,951000,957000
"Population ages 60-64, male",SP.POP.6064.MA,Austria,AUT,180599,185007,189940,194762,198647,201074,200515,198802,196011,193090,190742,187568,185709,183597,178566,169641,157357,142031,126623,116343,114233,118594,129708,144164,157797,167889,173753,177267,179122,180557,182072,181617,179705,176462,173128,171128,172790,176605,182238,189217,196978,204829,213722,222321,229346,233688,234333,231995,228067,224046,221116,218807,217672,218336,221738,228663,238448,250070,263260,276000,289000,300000,311000,321000,330000,337000,342000,345000,346000,344000,339000,331000,320000,308000,297000,287000,279000,272000,268000,266000,267000,270000,276000,283000,290000,294000,297000,297000,296000,295000,295000
