Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025],2026 [YR2026],2027 [YR2027],2028 [YR2028],2029 [YR2029],2030 [YR2030],2031 [YR2031],2032 [YR2032],2033 [YR2033],2034 [YR2034],2035 [YR2035],2036 [YR2036],2037 [YR2037],2038 [YR2038],2039 [YR2039],2040 [YR2040],2041 [YR2041],2042 [YR2042],2043 [YR2043],2044 [YR2044],2045 [YR2045],2046 [YR2046],2047 [YR2047],2048 [YR2048],2049 [YR2049],2050 [YR2050]
"Population ages 15-64, female",SP.POP.1564.FE.IN,Afghanistan,AFG,2342556,2381878,2432742,2491410,2552350,2612975,2660786,2710039,2762506,2821845,2889847,2951204,3020345,3093656,3166919,3237381,3286735,3332217,3365979,3379334,3368857,3300022,3206912,3103131,3005099,2924074,2866097,2836536,2842262,2890526,2982012,3153560,3381418,3636726,3885933,4109554,4265811,4386748,4494318,4616421,4770270,4976382,5222718,5492974,5765574,6026390,6218251,6391338,6559469,6742579,6954744,7224774,7534593,7873749,8225550,8578325,8920039,9249570,9576000,9914000,10270000,10621000,10995000,11383000,11767000,12142000,12514000,12876000,13231000,13588000,13951000,14313000,14680000,15050000,15419000,15784000,16145000,16503000,16858000,17209000,17557000,17898000,18236000,18570000,18897000,19217000,19530000,19836000,20135000,20428000,20715000
"Population ages 15-64, female",SP.POP.1564.FE.IN,Albania,ALB,418396,428342,438238,448232,459112,471051,483324,497571,514577,533015,550398,568364,587071,605734,625324,646485,666956,689230,711729,733860,756189,778255,801089,823885,846496,868560,888727,908877,928570,958285,983619,983578,987291,992969,997238,997374,993424,984904,974129,964628,958797,956059,962402,970047,977592,983353,987004,986950,984743,981738,978932,982229,985492,988124,989926,989616,987613,985996,985000,981000,975000,969000,960000,949000,938000,928000,918000,908000,899000,890000,881000,872000,864000,856000,848000,840000,832000,824000,817000,809000,800000,793000,785000,777000,768000,759000,750000,739000,729000,719000,709000
"Population ages 15-64, female",SP.POP.1564.FE.IN,Algeria,DZA,2923061,2965875,2999296,3032088,3077482,3142130,3211137,3302827,3410201,3521980,3631968,3729999,3827488,3927496,4035710,4155259,4272581,4402657,4543980,4694086,4851664,5009098,5178040,5357059,5545585,5743300,5940614,6148177,6364956,6590211,6823604,7061506,7307542,7561048,7822083,8090615,8350745,8619887,8895546,9172920,9449063,9742255,10025709,10303188,10578645,10851382,11110695,11359395,11597660,11826036,12043942,12232037,12424909,12611423,12781924,12934902,13074279,13210147,13346000,13487000,13639000,13837000,14031000,14231000,14449000,14687000,14925000,15185000,15456000,15720000,15966000,16199000,16415000,16612000,16796000,16970000,17132000,17281000,17416000,17532000,17628000,17709000,17774000,17823000,17854000,17870000,17878000,17876000,17864000,17845000,17822000
"Population ages 15-64, female",SP.POP.1564.FE.IN,Angola,AGO,1542260,1557374,1569185,1581059,1598935,1625588,1643313,1671324,1707409,1747405,1789110,1825022,1865332,1909546,1958103,2011104,2055853,2106740,2163803,2227275,2297263,2363557,2440057,2522773,2607262,2691400,2759920,2827498,2898522,2978721,3071203,3161094,3267762,3385750,3508216,3631623,3736978,3845869,3961570,4088473,4228941,4369310,4525724,4695350,4874886,5062112,5239336,5427012,5624665,5832695,6051613,6267848,6499427,6743066,6995004,7253766,7515126,7782817,8061000,8353000,8664000,8979000,9312000,9662000,10023000,10394000,10764000,11146000,11538000,11942000,12358000,12774000,13203000,13644000,14097000,14560000,15026000,15505000,15996000,16499000,17013000,17530000,18060000,18603000,19159000,19726000,20297000,20882000,21479000,22087000,22705000
"Population ages 15-64, female",SP.POP.1564.FE.IN,Antigua and Barbuda,ATG,15633,15918,16160,16402,16681,17022,17425,17863,18336,18813,19294,19704,20129,20544,20927,21273,21608,21906,22163,22364,22512,22648,22664,22595,22490,22368,22118,21870,21577,21244,20904,21134,21432,21839,22406,23129,24212,25358,26485,27497,28371,28969,29435,29779,30054,30319,30793,31328,31903,32507,33114,33704,34298,34872,35435,35958,36420,36860,37000,38000,38000,38000,39000,39000,39000,39000,39000,39000,40000,40000,40000,40000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,40000,40000,40000,40000,40000,40000,40000
"Population ages 15-64, female",SP.POP.1564.FE.IN,Arab World,ARB,24570253,25060538,25581623,26143904,26766615,27460350,28120806,28872219,29692022,30552026,31439752,32248669,33109041,34030565,35026912,36105547,37211521,38407011,39681819,41026796,42434462,43839407,45315165,46848742,48423691,50030757,51540829,53091786,54683304,56328666,58526089,60315919,61695897,63697802,65772342,68327776,70498966,72725581,74986934,77293999,79648791,82006523,84408205,86867497,89401539,92015927,94700451,97479258,100305051,103107688,105841914,108428045,110928298,113358955,115765031,118178262,120465052,122855514,125323000,127823000,130361000,133164000,135947000,138759000,141660000,144681000,147668000,150774000,153949000,157108000,160193000,163199000,166141000,169015000,171850000,174651000,177367000,180053000,182691000,185259000,187742000,190143000,192489000,194777000,197005000,199176000,201316000,203424000,205492000,207526000,209539000
"Population ages 15-64, female",SP.POP.1564.FE.IN,Argentina,ARG,6444328,6552457,6662439,6774404,6888571,7004785,7116808,7231942,7350228,7471167,7594347,7718971,7846508,7975056,8101601,8223417,8331901,8432217,8527721,8625508,8730454,8820859,8933115,9058804,9185532,9307924,9452697,9582898,9709652,9849295,10008243,10157842,10328889,10512407,10693684,10865442,11026262,11182065,11334011,11486284,11641202,11805103,11965612,12125136,12286638,12450693,12605103,12767153,12932024,13092372,13244581,13396861,13541363,13680383,13818767,13958482,14092994,14231238,14371000,14509000,14643000,14777000,14908000,15038000,15167000,15296000,15425000,15556000,15686000,15814000,15937000,16061000,16182000,16299000,16410000,16512000,16612000,16706000,16792000,16865000,16922000,16972000,17008000,17035000,17060000,17087000,17123000,17163000,17203000,17239000,17265000
"Population ages 15-64, female",SP.POP.1564.FE.IN,Armenia,ARM,546443,557377,570459,585277,601105,617777,635911,655572,677027,700405,725584,755564,785810,816288,847270,878691,907159,936457,965387,992465,1017096,1038642,1056709,1072625,1088608,1105773,1125490,1146168,1163756,1173570,1173603,1159539,1136705,1109616,1084336,1064879,1056162,1054278,1057130,1061036,1063274,1065859,1065898,1064753,1064710,1066918,1067608,1070827,1075398,1079496,1082168,1083906,1085355,1086008,1085843,1084851,1082846,1079825,1076000,1071000,1065000,1059000,1051000,1043000,1035000,1028000,1021000,1014000,1008000,1003000,998000,994000,991000,988000,985000,981000,978000,974000,970000,964000,958000,951000,943000,935000,925000,914000,902000,888000,875000,860000,844000
"Population ages 15-64, female",SP.POP.1564.FE.IN,Aruba,ABW,14934,15392,15725,15989,16243,16519,16782,17084,17416,17738,18039,18439,18798,19148,19478,19801,19921,20064,20240,20466,20719,21034,21412,21774,22028,22138,21835,21454,21167,21147,21509,22548,23929,25474,26975,28321,29362,30265,31082,31885,32728,33627,34552,35458,36256,36890,37176,37223,37102,36936,36798,36939,37175,37462,37723,37915,38068,38121,38000,38000,38000,38000,38000,38000,37000,37000,37000,36000,36000,36000,35000,35000,35000,34000,34000,34000,34000,34000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000
"Population ages 15-64, female",SP.POP.1564.FE.IN,Australia,AUS,3069083,3127616,3210336,3283619,3360909,3438070,3531170,3589324,3665137,3754756,3844110,3990013,4077985,4155932,4280706,4355706,4413353,4487658,4569454,4645697,4722604,4825120,4921147,4990935,5056726,5139732,5232630,5329376,5437541,5546609,5638245,5715643,5783651,5834980,5893428,5965834,6045689,6118621,6190436,6269352,6350960,6451758,6545546,6640002,6727945,6823412,6938465,6990236,7132932,7276095,7380041,7463056,7576792,7690042,7783268,7868126,7954182,8045813,8103000,8160000,8219000,8274000,8332000,8394000,8454000,8511000,8571000,8627000,8682000,8739000,8800000,8864000,8934000,9005000,9073000,9136000,9198000,9257000,9312000,9368000,9426000,9489000,9556000,9624000,9686000,9739000,9790000,9836000,9876000,9912000,9945000
