Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025],2026 [YR2026],2027 [YR2027],2028 [YR2028],2029 [YR2029],2030 [YR2030],2031 [YR2031],2032 [YR2032],2033 [YR2033],2034 [YR2034],2035 [YR2035],2036 [YR2036],2037 [YR2037],2038 [YR2038],2039 [YR2039],2040 [YR2040],2041 [YR2041],2042 [YR2042],2043 [YR2043],2044 [YR2044],2045 [YR2045],2046 [YR2046],2047 [YR2047],2048 [YR2048],2049 [YR2049],2050 [YR2050]
"Population ages 40-44, female",SP.POP.4044.FE,Afghanistan,AFG,194061,196876,200452,204579,208984,213552,217615,221994,226723,231956,237735,243215,249221,255406,261390,266922,270058,272796,274510,274450,272353,264807,255174,245282,237667,233998,235322,241092,250539,262266,275106,289386,304838,319607,332912,344897,353573,360263,366469,373789,383299,393994,407456,422542,437861,452592,467581,482098,496915,513207,531862,551225,573447,598080,624407,651888,682314,713092,744730,778000,813000,849000,888000,928000,966000,1001000,1033000,1063000,1092000,1124000,1163000,1207000,1256000,1311000,1370000,1433000,1500000,1571000,1644000,1717000,1788000,1856000,1921000,1983000,2045000,2106000,2167000,2228000,2285000,2332000,2364000
"Population ages 40-44, female",SP.POP.4044.FE,Albania,ALB,35320,36077,36893,37763,38731,39785,40887,42181,43677,45169,46395,47501,48447,49343,50548,52269,54298,56882,59640,62115,64118,65679,66895,67845,68756,69782,70795,71922,73300,75997,79017,81051,83903,87263,90546,93258,95705,97631,99156,100570,102100,103887,106443,108696,110138,110380,109277,106873,103677,100413,97656,96634,96226,96216,96469,96974,96010,95261,94568,94000,95000,96000,97000,99000,99000,98000,95000,91000,87000,82000,80000,79000,79000,80000,82000,85000,89000,94000,99000,102000,102000,100000,94000,87000,80000,74000,68000,64000,60000,57000,56000
"Population ages 40-44, female",SP.POP.4044.FE,Algeria,DZA,243344,244475,242714,240177,240220,244677,251565,262708,276379,289837,301424,311130,319449,326605,333138,339263,344014,348698,353189,357221,360655,363228,366181,369694,374139,380037,386625,394049,404730,422249,448396,483080,526944,575173,620199,657310,686478,707912,724942,743227,766299,795318,828510,864365,899790,932534,962534,990054,1016127,1042276,1069146,1096206,1125151,1156980,1193719,1236876,1286490,1343271,1404916,1468000,1529000,1594000,1654000,1710000,1760000,1803000,1836000,1862000,1879000,1889000,1892000,1889000,1881000,1864000,1836000,1795000,1743000,1681000,1613000,1551000,1499000,1459000,1430000,1416000,1426000,1461000,1523000,1611000,1717000,1829000,1939000
"Population ages 40-44, female",SP.POP.4044.FE,Angola,AGO,136261,137564,138376,138810,139128,139417,138303,137337,136723,136669,137405,138674,140869,143673,146785,149979,152422,155120,158003,160996,164076,166775,170118,173742,177145,180213,182201,183365,185495,191317,202278,217153,237318,259906,280604,296935,308338,315876,321167,326890,334642,343150,353571,365401,377804,390355,402290,414912,428520,443683,460758,478753,498815,520642,543844,568176,593443,619934,647076,674000,700000,725000,749000,773000,799000,827000,857000,889000,924000,959000,994000,1028000,1063000,1099000,1136000,1174000,1214000,1254000,1298000,1345000,1397000,1453000,1514000,1578000,1647000,1718000,1791000,1867000,1945000,2021000,2092000
"Population ages 40-44, female",SP.POP.4044.FE,Antigua and Barbuda,ATG,1258,1238,1217,1202,1205,1228,1279,1359,1443,1494,1494,1446,1351,1236,1145,1103,1117,1169,1245,1324,1396,1464,1525,1571,1598,1602,1570,1517,1455,1411,1397,1500,1640,1807,1972,2117,2258,2377,2483,2603,2756,2851,2941,3012,3081,3180,3423,3723,4031,4276,4411,4439,4362,4206,4016,3819,3607,3382,3171,3000,2900,3000,3000,3200,3300,3400,3500,3500,3600,3600,3600,3600,3700,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3700,3700,3700,3700,3600,3600,3600,3500
"Population ages 40-44, female",SP.POP.4044.FE,Argentina,ARG,635358,647888,662268,677909,693852,709371,724114,738796,752483,763821,772024,776823,778672,778502,777749,777391,777648,777992,779263,782708,789146,796002,807077,821398,837431,854293,874528,894453,914344,934825,955959,976311,997414,1018244,1037268,1053741,1068022,1080145,1090434,1099626,1108202,1117117,1125420,1133308,1140882,1148287,1154856,1162109,1171090,1183277,1196614,1218975,1243904,1273006,1308839,1352252,1402626,1461868,1521999,1569000,1598000,1610000,1602000,1584000,1567000,1561000,1563000,1574000,1591000,1609000,1623000,1637000,1650000,1661000,1669000,1672000,1672000,1668000,1661000,1657000,1660000,1668000,1682000,1700000,1717000,1729000,1739000,1745000,1748000,1752000,1757000
"Population ages 40-44, female",SP.POP.4044.FE,Armenia,ARM,29543,29964,32103,35858,40976,47214,54726,63746,73060,80797,85818,88222,87085,84285,82752,84129,87952,95006,102969,107756,106815,101257,90273,77037,66350,61011,60494,64976,72936,81614,89142,94882,99602,103793,108360,113785,120091,126854,133332,138424,141412,142369,141433,138627,134229,128637,121734,114112,106683,100465,95921,92431,90420,89659,89769,90520,92016,94191,97026,101000,105000,109000,114000,119000,124000,129000,133000,137000,140000,141000,141000,140000,137000,133000,127000,121000,113000,104000,95000,87000,81000,77000,74000,74000,74000,75000,77000,80000,83000,86000,88000
"Population ages 40-44, female",SP.POP.4044.FE,Aruba,ABW,1353,1354,1340,1320,1303,1296,1296,1304,1327,1367,1429,1498,1596,1711,1819,1905,1925,1916,1894,1877,1877,1882,1897,1922,1955,2005,2045,2092,2150,2228,2342,2521,2736,2973,3210,3429,3634,3833,4027,4221,4424,4612,4803,4973,5091,5137,5100,4974,4783,4584,4412,4286,4198,4139,4088,4032,3978,3924,3867,3800,3700,3600,3500,3400,3300,3200,3100,2900,2800,2800,2800,2900,3100,3400,3600,3800,3900,4000,4000,4000,4000,3900,3900,3800,3800,3800,3700,3700,3700,3600,3600
"Population ages 40-44, female",SP.POP.4044.FE,Australia,AUS,325723,332528,344644,356876,367948,375709,382057,382230,382258,382004,380098,379984,372760,365171,364599,364120,364104,368794,376318,384221,392683,405254,417872,430067,445811,468201,494952,527165,562539,595180,620093,637531,648067,653294,659529,669532,680311,690929,701982,714052,726564,740194,754230,767720,776890,781663,778711,763497,757635,757383,762069,771964,792231,814140,828513,833729,834403,828398,819060,813000,818000,832000,856000,885000,914000,937000,955000,967000,975000,979000,983000,983000,981000,978000,973000,967000,960000,952000,945000,939000,934000,932000,930000,932000,937000,947000,961000,979000,999000,1019000,1035000
"Population ages 40-44, female",SP.POP.4044.FE,Austria,AUT,188785,196863,217773,244897,267677,279535,282191,275156,261076,246134,234607,225530,218981,214878,212482,211705,213733,218922,225947,233866,242482,251733,260952,268816,274766,277635,276666,272830,267267,262114,258445,253529,249932,247790,247899,251280,258055,267866,279780,292417,304542,315500,325665,334420,342211,348789,353515,356242,357062,355069,350014,342217,331985,320411,309451,300852,294150,287529,282438,279000,279000,281000,287000,295000,302000,306000,308000,308000,306000,304000,303000,303000,303000,303000,301000,297000,291000,283000,274000,265000,258000,252000,248000,246000,244000,241000,239000,238000,236000,235000,234000
