Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025],2026 [YR2026],2027 [YR2027],2028 [YR2028],2029 [YR2029],2030 [YR2030],2031 [YR2031],2032 [YR2032],2033 [YR2033],2034 [YR2034],2035 [YR2035],2036 [YR2036],2037 [YR2037],2038 [YR2038],2039 [YR2039],2040 [YR2040],2041 [YR2041],2042 [YR2042],2043 [YR2043],2044 [YR2044],2045 [YR2045],2046 [YR2046],2047 [YR2047],2048 [YR2048],2049 [YR2049],2050 [YR2050]
"Population ages 75-79, male",SP.POP.7579.MA,Afghanistan,AFG,19684,20497,21039,21311,21343,21181,22089,22770,23167,23239,23018,23743,24172,24361,24387,24295,25115,25669,25825,25420,24414,24334,23597,22391,20836,18904,18904,18744,18591,18597,18782,20672,23071,25801,28671,31568,33552,34946,35922,36770,37712,39073,40550,41891,42805,43292,44621,45478,46262,47406,49111,51235,53631,56212,58846,61517,65012,68228,71340,75000,78000,82000,86000,90000,94000,98000,103000,107000,111000,115000,120000,125000,129000,134000,140000,146000,152000,159000,166000,173000,180000,189000,197000,205000,214000,225000,235000,246000,258000,270000,285000
"Population ages 75-79, male",SP.POP.7579.MA,Albania,ALB,7795,8152,8592,9003,9239,9234,8874,8325,7833,7675,7939,8425,9193,10005,10616,10954,11026,10919,10792,10833,11137,11528,12036,12592,13137,13654,14096,14508,14883,15373,15739,15876,15992,16090,16130,16113,15905,15527,15189,15198,15728,16830,18408,20097,21612,22867,24099,25275,26609,28265,30264,31496,33045,34866,36786,38598,39054,39379,39563,40000,40000,40000,39000,39000,39000,40000,41000,43000,46000,48000,51000,54000,57000,60000,63000,65000,67000,68000,69000,69000,69000,68000,66000,64000,62000,61000,60000,59000,59000,59000,59000
"Population ages 75-79, male",SP.POP.7579.MA,Algeria,DZA,28471,29724,30943,31962,32625,32969,33525,33606,33795,34787,36827,40399,44419,48025,50303,51098,51482,50863,50105,50126,51264,53664,56598,59498,61690,63020,64185,64725,65360,66903,69747,73631,78244,82992,87198,90774,93365,95483,97883,101550,107108,113055,119642,126885,134803,143389,153003,163588,174707,185452,195216,199935,204054,208125,212594,217674,220793,224868,230189,237000,245000,253000,260000,270000,286000,309000,334000,366000,401000,433000,459000,475000,486000,497000,511000,530000,546000,567000,590000,616000,641000,661000,682000,706000,732000,760000,782000,807000,835000,870000,912000
"Population ages 75-79, male",SP.POP.7579.MA,Angola,AGO,8212,8358,8323,8202,8111,8088,8544,8935,9203,9323,9338,9830,10282,10677,11006,11265,11903,12436,12882,13277,13661,14410,15094,15696,16211,16673,17519,18209,18764,19207,19577,20400,21104,21690,22181,22629,23649,24540,25315,25985,26588,27801,28904,29957,31024,32178,33820,35438,37035,38610,40196,42073,43919,45730,47470,49161,50901,52688,54465,56000,57000,59000,59000,60000,63000,68000,75000,83000,91000,98000,104000,109000,112000,115000,119000,124000,128000,133000,139000,145000,151000,156000,162000,168000,175000,184000,192000,201000,210000,221000,233000
"Population ages 75-79, male",SP.POP.7579.MA,Antigua and Barbuda,ATG,94,95,98,98,98,94,96,93,81,67,53,62,73,84,95,109,129,152,171,183,186,200,206,210,215,228,266,314,358,401,442,458,474,485,485,473,457,426,388,360,349,382,423,455,465,458,446,430,415,404,406,425,451,484,507,524,536,545,550,600,500,500,500,500,500,600,600,700,800,900,1000,1100,1100,1200,1300,1300,1400,1400,1500,1500,1600,1800,1900,2100,2200,2300,2200,2200,2100,2000,1900
"Population ages 75-79, male",SP.POP.7579.MA,Argentina,ARG,89103,94324,99661,105034,110139,114758,118922,122736,126691,130997,135558,139598,143397,147462,152071,157136,162595,167824,173123,178603,184251,188534,192885,197553,202376,207124,211832,215731,219372,223087,226941,230167,232895,236100,240630,246773,253850,261389,269382,277607,285895,293305,300177,306609,312293,317077,319732,321250,322449,323967,325341,328010,330478,333499,337871,344050,350504,357714,366146,376000,388000,400000,413000,427000,441000,455000,467000,479000,491000,503000,517000,527000,538000,549000,560000,572000,581000,590000,600000,612000,624000,633000,643000,655000,671000,690000,706000,724000,746000,774000,811000
"Population ages 75-79, male",SP.POP.7579.MA,Armenia,ARM,10480,10936,11499,12024,12275,12153,11623,10882,10196,9765,9613,9648,9697,9835,10120,10556,11050,11648,12328,13031,13711,14237,14638,14944,15192,15403,15350,15414,15419,15012,14036,12980,11485,10057,9233,9214,9611,10305,11516,13570,16538,19993,24196,28293,31145,32270,31902,30062,27934,26915,27569,29456,32571,35545,36599,35061,31737,26610,21261,18000,16000,17000,18000,21000,23000,26000,27000,29000,30000,32000,35000,38000,42000,45000,48000,49000,50000,50000,50000,49000,48000,46000,44000,42000,40000,39000,39000,39000,39000,40000,41000
"Population ages 75-79, male",SP.POP.7579.MA,Aruba,ABW,78,81,86,88,92,97,104,113,122,133,144,161,178,196,215,236,253,269,283,302,324,352,385,417,438,446,438,418,395,379,378,388,406,413,410,405,428,454,476,496,515,534,551,569,584,604,642,683,728,771,816,840,867,895,923,951,976,997,1023,1100,1100,1200,1200,1300,1400,1500,1500,1600,1600,1700,1800,1900,1900,2000,2100,2200,2300,2300,2400,2500,2500,2500,2400,2400,2300,2300,2200,2200,2200,2200,2200
"Population ages 75-79, male",SP.POP.7579.MA,Australia,AUS,66367,69471,72991,75646,77315,77991,78275,77091,75938,75037,74344,77238,78656,79654,81750,83546,86499,90130,94046,97782,101524,106254,110753,114908,119552,125341,131528,138194,144896,150573,154652,157757,159521,161095,164751,171379,177829,186889,198349,210942,223144,232269,239706,245919,250619,254389,253786,249872,249688,251743,255579,261451,270559,280899,291184,302094,311333,321875,334081,349000,368000,387000,410000,435000,457000,475000,485000,490000,495000,501000,511000,519000,530000,543000,558000,573000,583000,596000,609000,620000,627000,627000,624000,621000,621000,628000,635000,648000,664000,678000,686000
"Population ages 75-79, male",SP.POP.7579.MA,Austria,AUT,62419,62848,63229,63550,63727,63762,63952,63789,63543,63744,64685,66716,68839,70955,72887,74687,77611,80564,83072,84865,86147,87617,88187,88192,88320,88628,89237,90321,91054,90174,87082,81541,73462,65245,60314,60370,65027,73024,82335,90613,96787,101305,104870,107660,109941,111629,111515,110476,109580,109906,112056,115011,119384,125021,131853,139946,147466,155467,163356,169000,173000,173000,172000,171000,169000,169000,169000,169000,170000,173000,179000,186000,195000,206000,217000,229000,238000,248000,257000,266000,273000,277000,280000,282000,282000,279000,272000,264000,254000,246000,240000
