Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025],2026 [YR2026],2027 [YR2027],2028 [YR2028],2029 [YR2029],2030 [YR2030],2031 [YR2031],2032 [YR2032],2033 [YR2033],2034 [YR2034],2035 [YR2035],2036 [YR2036],2037 [YR2037],2038 [YR2038],2039 [YR2039],2040 [YR2040],2041 [YR2041],2042 [YR2042],2043 [YR2043],2044 [YR2044],2045 [YR2045],2046 [YR2046],2047 [YR2047],2048 [YR2048],2049 [YR2049],2050 [YR2050]
"Population ages 25-29, female",SP.POP.2529.FE,Afghanistan,AFG,325687,330909,337467,344988,352893,360953,367548,374096,381559,391499,404630,418969,436594,454922,470151,480060,483889,482648,477606,471340,465559,456326,446461,436309,426113,416357,406915,400353,398621,404109,417707,446072,484667,528071,569660,605379,628719,644165,655751,668887,686966,714060,749365,790969,836071,882860,920005,953868,984279,1011332,1035254,1065085,1097064,1132246,1172302,1218490,1267620,1318111,1371036,1428000,1489000,1556000,1628000,1703000,1776000,1846000,1916000,1982000,2043000,2103000,2162000,2223000,2284000,2340000,2385000,2414000,2433000,2436000,2431000,2428000,2434000,2452000,2480000,2512000,2542000,2565000,2586000,2602000,2613000,2623000,2632000
"Population ages 25-29, female",SP.POP.2529.FE,Albania,ALB,53263,55381,57964,60716,63222,65198,66670,67806,68885,70018,71097,72353,73735,75306,77407,80255,83600,87718,92305,97099,102034,107084,112301,117492,122534,127282,131559,135604,139143,143451,146203,143204,139462,135110,130491,125993,124058,121731,118890,115612,112181,108802,106100,103448,101222,99773,100945,101915,102455,102277,101260,104302,104642,101659,96086,89259,87777,87784,88918,91000,94000,98000,104000,108000,111000,112000,109000,104000,97000,89000,83000,77000,73000,69000,66000,64000,64000,65000,67000,68000,69000,70000,69000,68000,67000,67000,66000,66000,66000,65000,65000
"Population ages 25-29, female",SP.POP.2529.FE,Algeria,DZA,392628,400857,407219,411800,415208,417806,421131,425561,430517,435359,440305,444680,448903,456109,470975,496042,530686,575483,625355,672397,711818,744225,769069,789170,810012,835290,863787,897166,933848,970761,1005963,1038461,1069660,1100801,1133775,1169686,1201800,1235337,1270614,1308073,1348408,1393989,1441598,1491412,1542565,1593711,1639918,1685157,1728889,1769513,1805241,1830493,1848773,1859754,1864358,1863745,1861171,1856184,1844809,1821000,1783000,1736000,1676000,1609000,1546000,1495000,1455000,1426000,1413000,1422000,1457000,1518000,1604000,1708000,1818000,1926000,2033000,2138000,2233000,2305000,2349000,2366000,2351000,2314000,2270000,2229000,2192000,2157000,2125000,2092000,2056000
"Population ages 25-29, female",SP.POP.2529.FE,Angola,AGO,204275,204353,204314,204067,203581,202766,199509,196651,194470,193180,193123,193575,194895,198243,205753,218572,234954,256889,281458,304182,322370,335000,343671,350027,356976,366384,375995,387551,400632,414271,427777,439234,451406,464635,479608,496864,513908,533272,554834,578277,603188,627540,653751,681137,708802,736258,761347,786351,811955,839438,869562,900452,934478,970508,1006868,1042653,1078090,1113213,1148609,1185000,1223000,1262000,1303000,1346000,1393000,1445000,1501000,1561000,1626000,1694000,1765000,1838000,1915000,1992000,2067000,2139000,2206000,2269000,2329000,2389000,2451000,2515000,2580000,2646000,2715000,2785000,2857000,2932000,3009000,3088000,3168000
"Population ages 25-29, female",SP.POP.2529.FE,Antigua and Barbuda,ATG,1683,1719,1789,1891,2012,2134,2257,2383,2501,2593,2649,2654,2621,2573,2547,2562,2609,2694,2802,2898,2963,3009,3018,3004,2983,2970,2937,2954,3028,3146,3286,3387,3472,3536,3569,3560,3646,3680,3661,3603,3513,3368,3207,3053,2949,2922,2938,3047,3217,3385,3510,3599,3647,3666,3687,3727,3776,3837,3898,4000,4000,4000,4000,4000,4000,3900,3900,3900,3900,3900,3800,3800,3800,3700,3700,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
"Population ages 25-29, female",SP.POP.2529.FE,Argentina,ARG,788214,788142,788609,790295,793975,800105,808396,819416,832986,848647,865990,885581,906931,929594,952822,975895,996664,1016230,1034223,1050470,1064927,1075835,1086904,1097747,1107868,1117280,1130439,1141938,1152585,1163353,1174532,1182066,1190494,1200745,1214046,1231489,1252518,1276607,1305029,1339881,1381748,1432123,1489960,1547716,1593857,1621463,1630821,1621776,1601912,1583822,1571486,1575577,1587918,1605919,1624606,1640628,1655343,1669646,1682210,1690000,1693000,1693000,1688000,1681000,1677000,1679000,1687000,1702000,1719000,1736000,1748000,1757000,1763000,1766000,1770000,1775000,1782000,1790000,1799000,1806000,1809000,1811000,1811000,1808000,1805000,1801000,1798000,1795000,1791000,1787000,1783000
"Population ages 25-29, female",SP.POP.2529.FE,Armenia,ARM,78449,82668,90180,98642,104242,104788,100954,92321,81370,72165,67296,66458,69529,75547,82900,90736,99479,108572,117390,126090,135333,145408,155439,164432,171356,175812,179440,181414,181394,178957,173911,164404,152083,138462,125582,114811,107906,103538,101502,101161,101944,104125,106801,109703,112627,115519,118163,120924,123918,127228,130838,134897,138770,141763,143183,142804,141464,138636,134380,129000,122000,115000,106000,97000,89000,83000,79000,77000,76000,76000,77000,79000,82000,85000,88000,90000,92000,94000,94000,95000,94000,93000,92000,89000,87000,85000,83000,81000,78000,76000,74000
"Population ages 25-29, female",SP.POP.2529.FE,Aruba,ABW,2046,2089,2083,2055,2035,2040,2061,2107,2169,2236,2302,2415,2529,2647,2753,2834,2868,2872,2845,2808,2778,2821,2892,2975,3054,3121,3152,3128,3042,2909,2758,2848,2996,3170,3333,3451,3427,3388,3366,3356,3342,3304,3235,3148,3076,3035,3097,3155,3161,3086,2929,2806,2682,2581,2542,2588,2722,2940,3202,3400,3600,3800,3800,3800,3800,3800,3800,3800,3700,3700,3600,3600,3600,3600,3500,3500,3400,3200,3100,3000,2900,2900,2900,2900,2900,3000,3000,3000,3000,3100,3100
"Population ages 25-29, female",SP.POP.2529.FE,Australia,AUS,312959,314281,321137,329744,340323,351562,364159,373372,385695,403014,425492,458303,489161,519470,551147,569310,580501,587269,591142,594708,601200,612596,624918,634950,644060,653939,666278,678623,691265,701992,707896,708838,704958,696948,690945,690067,694631,704487,717313,727356,728919,724472,709606,690043,673882,668688,680106,697626,732964,770321,800238,818769,837201,852824,864818,875143,879761,882732,882630,878000,873000,866000,858000,851000,845000,841000,838000,837000,838000,843000,853000,866000,884000,905000,924000,940000,953000,962000,970000,977000,986000,996000,1007000,1018000,1028000,1034000,1038000,1040000,1040000,1038000,1037000
"Population ages 25-29, female",SP.POP.2529.FE,Austria,AUT,209370,210909,215505,222336,230254,238331,247505,257308,265888,271765,274468,274696,272224,267707,261959,256088,250491,245974,242511,241172,243100,248415,256208,265336,275257,284665,293873,302696,310858,318479,325102,332647,338869,342274,341982,338425,328611,316359,302693,289227,276797,266998,259042,253302,250848,251694,253178,257763,264401,270512,274454,276758,277638,278055,279692,283652,285413,286848,287846,286000,282000,276000,267000,258000,249000,242000,236000,232000,230000,228000,226000,224000,222000,220000,220000,219000,219000,219000,220000,221000,223000,225000,227000,229000,231000,233000,234000,235000,235000,234000,234000
