Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025],2026 [YR2026],2027 [YR2027],2028 [YR2028],2029 [YR2029],2030 [YR2030],2031 [YR2031],2032 [YR2032],2033 [YR2033],2034 [YR2034],2035 [YR2035],2036 [YR2036],2037 [YR2037],2038 [YR2038],2039 [YR2039],2040 [YR2040],2041 [YR2041],2042 [YR2042],2043 [YR2043],2044 [YR2044],2045 [YR2045],2046 [YR2046],2047 [YR2047],2048 [YR2048],2049 [YR2049],2050 [YR2050]
"Population ages 20-24, male",SP.POP.2024.MA,Afghanistan,AFG,415998,422005,429406,437546,445598,453208,457752,461977,466643,472974,481744,490266,500891,513049,526087,539617,551767,563986,574624,581824,584778,577687,565834,551383,537106,525183,515080,509601,511395,523541,547254,589277,645080,707123,766169,816577,848872,869755,885506,904307,931492,981679,1042248,1107751,1170241,1223811,1241890,1250372,1255074,1264190,1284117,1338223,1404361,1480588,1563360,1648906,1722762,1796631,1870167,1943000,2016000,2086000,2155000,2221000,2285000,2347000,2408000,2467000,2519000,2561000,2591000,2609000,2614000,2611000,2611000,2620000,2638000,2665000,2696000,2726000,2749000,2769000,2784000,2795000,2804000,2815000,2828000,2841000,2852000,2862000,2871000
"Population ages 20-24, male",SP.POP.2024.MA,Albania,ALB,75933,77488,78601,79347,79969,80608,81176,81872,83053,84840,87057,89978,93605,97700,102222,107142,112108,117450,122826,128042,133108,137948,142708,147052,150642,153249,154818,155495,155337,156359,156363,147968,140624,134810,130715,128468,126782,124474,121356,117537,113525,111862,111376,111671,113067,115621,119151,122568,125535,127659,129000,130453,130086,128252,125568,122488,122964,123763,124029,123000,121000,117000,112000,106000,99000,94000,89000,84000,80000,77000,75000,75000,75000,77000,79000,79000,80000,79000,78000,78000,77000,76000,76000,76000,75000,75000,74000,73000,72000,71000,70000
"Population ages 20-24, male",SP.POP.2024.MA,Algeria,DZA,466807,467748,467749,467474,467971,470572,477330,486175,499319,519963,549966,587089,633591,684568,732643,773420,804639,828245,847731,869024,895920,924900,959333,997288,1035369,1071549,1104763,1136910,1168993,1202723,1239102,1272551,1307663,1345250,1386234,1431136,1475582,1523898,1574720,1625550,1674709,1725837,1774621,1820662,1862891,1899551,1922183,1936633,1943846,1945737,1943328,1926734,1909259,1887947,1858205,1818045,1770763,1715119,1655280,1598000,1549000,1514000,1484000,1468000,1475000,1511000,1572000,1661000,1769000,1884000,1997000,2108000,2218000,2316000,2392000,2437000,2454000,2438000,2398000,2352000,2310000,2271000,2236000,2203000,2169000,2133000,2097000,2062000,2029000,1999000,1974000
"Population ages 20-24, male",SP.POP.2024.MA,Angola,AGO,222347,222617,222600,222172,221230,219784,215077,209762,206153,207415,215373,228772,249257,273713,297083,315950,328173,336127,341613,347751,356517,365534,377174,390685,404894,419271,431684,444398,458033,473483,491203,507901,527177,548698,572098,597301,620888,646692,673888,701142,727579,749901,771555,793659,818128,846192,874157,905935,940353,975699,1011022,1043971,1077838,1112601,1148546,1186155,1224094,1263433,1305333,1351000,1403000,1457000,1517000,1581000,1648000,1719000,1790000,1865000,1942000,2018000,2091000,2160000,2227000,2293000,2358000,2423000,2486000,2550000,2615000,2681000,2750000,2821000,2894000,2970000,3047000,3127000,3207000,3289000,3372000,3456000,3541000
"Population ages 20-24, male",SP.POP.2024.MA,Antigua and Barbuda,ATG,2121,2232,2345,2454,2558,2654,2739,2812,2874,2936,3002,3053,3108,3163,3208,3240,3267,3288,3303,3310,3313,3303,3275,3240,3217,3211,3257,3324,3388,3417,3388,3318,3214,3086,2962,2852,2787,2696,2589,2485,2400,2463,2601,2803,3016,3188,3263,3298,3310,3325,3366,3417,3483,3563,3643,3726,3806,3890,3963,4000,4000,4000,4000,4000,3900,3900,3800,3800,3800,3700,3700,3700,3700,3700,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
"Population ages 20-24, male",SP.POP.2024.MA,Argentina,ARG,816743,825001,835681,848843,864457,882379,902500,924898,948708,972605,995615,1019255,1042068,1063330,1082129,1097771,1101520,1101846,1100654,1100324,1102330,1109806,1121032,1134467,1147920,1160454,1175972,1189539,1203197,1219840,1240906,1261864,1285930,1314713,1350575,1394581,1445405,1505821,1567466,1617683,1648967,1664430,1659876,1643500,1628622,1623417,1624402,1634171,1650068,1666932,1677154,1694306,1710566,1724796,1735552,1742015,1743363,1739770,1734357,1731000,1733000,1742000,1756000,1774000,1791000,1804000,1814000,1820000,1823000,1827000,1833000,1840000,1849000,1858000,1866000,1870000,1873000,1873000,1871000,1868000,1865000,1862000,1859000,1856000,1852000,1849000,1846000,1843000,1840000,1836000,1833000
"Population ages 20-24, male",SP.POP.2024.MA,Armenia,ARM,98012,93039,83570,72082,62543,57474,56457,59680,66249,74429,83053,93111,103323,113397,123312,133049,141566,150699,160435,169737,177309,180701,181345,179691,176485,172346,168000,162208,155284,147900,140713,132130,124212,117266,111309,106379,105145,104976,105886,107915,111027,114674,118359,121841,124974,127723,130002,131801,132727,132405,130873,130225,128280,124864,120311,115258,110633,105909,101347,97000,94000,91000,89000,88000,88000,89000,91000,94000,97000,100000,102000,104000,106000,106000,106000,106000,105000,103000,100000,97000,95000,92000,89000,87000,84000,82000,80000,78000,76000,74000,72000
"Population ages 20-24, male",SP.POP.2024.MA,Aruba,ABW,2126,2204,2256,2292,2322,2355,2386,2416,2445,2481,2527,2612,2682,2728,2754,2773,2806,2854,2921,3004,3098,3216,3328,3405,3426,3379,3160,2895,2633,2425,2291,2444,2589,2686,2715,2682,2675,2636,2563,2485,2443,2533,2680,2851,2998,3098,3078,2983,2844,2718,2656,2833,3083,3363,3608,3776,3890,3922,3895,3900,3800,3800,3800,3700,3700,3700,3600,3600,3600,3600,3500,3400,3300,3100,3000,2900,2900,2900,2900,3000,3000,3000,3100,3100,3100,3200,3200,3200,3300,3300,3300
"Population ages 20-24, male",SP.POP.2024.MA,Australia,AUS,345247,355879,369571,383353,400323,420664,449065,477934,511154,542520,564932,582859,584240,581065,587296,591822,597992,609292,623083,635539,646311,659493,671460,678561,682785,686554,689585,689048,687898,688357,690656,695351,704350,713646,720309,721542,715293,698612,675528,654443,640943,645725,660399,683421,707468,728219,755275,772262,797447,821892,839332,839270,842913,848778,854094,857204,852855,845481,835388,824000,816000,811000,809000,811000,817000,827000,841000,860000,881000,900000,916000,929000,939000,946000,953000,962000,972000,985000,997000,1007000,1014000,1018000,1020000,1019000,1018000,1016000,1016000,1016000,1016000,1015000,1015000
"Population ages 20-24, male",SP.POP.2024.MA,Austria,AUT,244154,251635,260379,268874,275075,277746,278157,275379,269710,263146,257451,253305,250012,247982,247461,248968,253470,261651,271613,281719,291545,301396,309740,316056,321393,325350,328049,329306,328777,326454,321981,319076,312640,302500,290265,278237,265729,254958,246274,240141,236558,238659,244195,251456,258629,264065,266267,265849,264055,262375,261842,265281,270242,275474,279261,280785,277526,270496,261538,252000,244000,238000,233000,230000,228000,225000,223000,221000,220000,219000,219000,220000,220000,222000,223000,224000,226000,229000,231000,233000,234000,235000,236000,236000,236000,235000,234000,233000,231000,229000,227000
